file,display_name,corpus,operation_name,error,timestamp
/app/archive/역사기록/1980/19811229_1982 대학생 원단금식수련회/metadata_19811229_1982 대학생 원단금식수련회.json,metadata_19811229_1982 대학생 원단금식수련회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.624196
/app/archive/역사기록/1980/19811211_GCTC 01기 수료/metadata_19811211_GCTC 01기 수료.json,metadata_19811211_GCTC 01기 수료.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.624450
/app/archive/역사기록/1970/19740825_1974 전국 간사 수련회/metadata_19740825_1974 전국 간사 수련회.json,metadata_19740825_1974 전국 간사 수련회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.624912
/app/archive/역사기록/1970/19780724_1978 전국 대학생 여름수련회/metadata_19780724_1978 전국 대학생 여름수련회.json,metadata_19780724_1978 전국 대학생 여름수련회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.624970
/app/archive/역사기록/1980/19810523_1981 오월 생명의 잔치/metadata_19810523_1981 오월 생명의 잔치.json,metadata_19810523_1981 오월 생명의 잔치.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.625235
/app/archive/역사기록/1970/19791110_80세계복음화대성회 여전도회 오찬기도회/metadata_19791110_80세계복음화대성회 여전도회 오찬기도회.json,metadata_19791110_80세계복음화대성회 여전도회 오찬기도회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.625317
/app/archive/역사기록/1980/19800624_1980 625 비상 구국 회개 금식기도회/metadata_19800624_1980 625 비상 구국 회개 금식기도회.json,metadata_19800624_1980 625 비상 구국 회개 금식기도회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.625426
/app/archive/역사기록/1970/19750227_1975 전국 간사 수련회/metadata_19750227_1975 전국 간사 수련회.json,metadata_19750227_1975 전국 간사 수련회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.625474
/app/archive/역사기록/1970/19791117_1979 HCCC 가을예술제/metadata_19791117_1979 HCCC 가을예술제.json,metadata_19791117_1979 HCCC 가을예술제.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.625516
/app/archive/역사기록/1970/19750811_1975 전국 나사렛 여름수련회/metadata_19750811_1975 전국 나사렛 여름수련회.json,metadata_19750811_1975 전국 나사렛 여름수련회.json,fileSearchStores/ccc-sp39ygty7ddk,,"HTTPConnectionPool(host='localhost', port=8000): Read timed out. (read timeout=60)",2025-12-10T03:53:28.625727
